Timestamp,Temperatures
0,320.0
1,320.0
2,320.0
3,320.0
4,320.0
5,320.0
6,320.0
7,320.0
8,320.0
9,320.0
10,320.0
11,320.0
12,320.0
13,320.0
14,320.0
15,320.0
16,320.0
17,320.0
18,320.0
19,320.0
20,320.0
21,320.0
22,320.0
23,320.0
24,320.0
25,320.0
26,320.0
27,320.0
28,320.0
29,320.0
30,320.0
31,320.0
32,320.0
33,320.0
34,320.0
35,320.0
36,320.0
37,320.0
38,320.0
39,320.0
40,320.0
41,320.0
42,320.0
43,320.0
44,320.0
45,320.0
46,320.0
47,320.0
48,320.0
49,320.0
50,320.0
51,320.0
52,320.0
53,320.0
54,320.0
55,320.0
56,320.0
57,320.0
58,320.0
59,320.0
60,320.0
61,320.0
62,320.0
63,320.0
64,320.0
65,320.0
66,320.0
67,320.0
68,320.0
69,320.0
70,320.0
71,320.0
72,320.0
73,320.0
74,320.0
75,320.0
76,320.0
77,320.0
78,320.0
79,320.0
80,320.0
81,320.0
82,320.0
83,320.0
84,320.0
85,320.0
86,320.0
87,320.0
88,320.0
89,320.0
90,320.0
91,320.0
92,320.0
93,320.0
94,320.0
95,320.0
96,320.0
97,320.0
98,320.0
99,320.0
100,320.0
101,320.0
102,320.0
103,320.0
104,320.0
105,320.0
106,320.0
107,320.0
108,320.0
109,320.0
110,320.0
111,320.0
112,320.0
113,320.0
114,320.0
115,320.0
116,320.0
117,320.0
118,320.0
119,320.0
120,320.0
121,320.0
122,320.0
123,320.0
124,320.0
125,320.0
126,320.0
127,320.1
128,320.1
129,320.2
